poem_name	poem
the rape of lucrece	painter labourd skill hide deceit give harmless show humbl gait calm look eye wail still brow unbent seemd welcom woe ; cheek neither red pale mingl blush red guilti instanc gave ashi pale fear fals heart
the rape of lucrece	like constant confirm devil entertaind show seem therein ensconc secret evil jealousi could mistrust fals - creep craft perjuri thrust bright day black - face storm blot hell - born sin saint - like form
the rape of lucrece	well - skilld workman mild imag drew perjur sinon whose enchant stori credul old priam slew ; whose word like wildfir burnt shine glori rich - built ilion sky sorri littl star shot fix place glass fell wherein viewd face
the rape of lucrece	pictur advisedli perus chid painter wondrou skill say shape sinon abus ; fair form lodg mind ill still gaze ; gaze still sign truth plain face spi conclud pictur beli
the rape of lucrece	cannot quoth shethat much guil -- would said lurk look ; tarquin shape came mind tongu lurk cannot took cannot sens forsook turnd thu cannot find face bear wick mind
the rape of lucrece	even subtl sinon paint sober - sad weari mild grief travail faint came tarquin arm ; beguil outward honesti yet defil inward vice priam cherish tarquin ; troy perish
the rape of lucrece	look look listen priam wet eye see borrowd tear sinon shed priam art thou old yet wise everi tear fall trojan bleed eye drop fire water thenc proce ; round clear pearl move thi piti ball quenchless fire burn thi citi
the rape of lucrece	devil steal effect lightless hell ; sinon fire doth quak cold cold hot - burn fire doth dwell ; contrari uniti hold flatter fool make bold priam trust fals sinon tear doth flatter find mean burn troy water
the rape of lucrece	enrag passion assail patienc quit beaten breast tear senseless sinon nail compar unhappi guest whose deed hath made detest last smilingli give oer ; fool fool quoth wound sore
the rape of lucrece	thu ebb flow current sorrow time doth weari time complain look night long morrow think long remain short time seem long sorrow sharp sustain though woe heavi yet seldom sleep watch see time slow creep
the rape of lucrece	time hath overslippd thought paint imag hath spent ; feel grief brought deep surmis other detriment ; lose woe show discont easeth though none ever cure think dolour other endur
the rape of lucrece	mind messeng come back bring home lord compani ; find lucrec clad mourn black round tear - stain eye blue circl streamd ; like rainbow sky water - gall dim element foretel new storm alreadi spent
the rape of lucrece	sad - behold husband saw amazedli sad face stare eye though sod tear lookd red raw live colour killd deadli care hath power ask fare stood like old acquaint tranc met far home wonder other chanc
the rape of lucrece	last take bloodless hand thu begin uncouth ill event hath thee befalln thou dost trembl stand sweet love spite hath thi fair colour spent art thou thu attir discont unmask dear dear moodi heavi tell thi grief may give redress
the rape of lucrece	three time sigh give sorrow fire ere discharg one word woe length addressd answer desir modestli prepar let know honour taen prison foe ; collatin consort lord sad attent long hear word
the rape of lucrece	pale swan wateri nest begin sad dirg certain end ; word quoth shall fit trespass best excus give fault amend moe woe word depend ; lament would drawn long tell one poor tire tongu
the rape of lucrece	task hath say dear husband interest thi bed stranger came pillow lay thou wont rest thi weari head ; wrong els may imagin foul enforc might done ala thi lucrec free
the rape of lucrece	dread dead dark midnight shine falchion chamber came creep creatur flame light softli cri awak thou roman dame entertain love ; els last shame thee thine night inflict thou love desir contradict
the rape of lucrece	hard - favourd groom thine quoth unless thou yoke thi like ill murder straight ill slaughter thee swear found fulfil loathsom act lust kill lecher deed act fame thi perpetu infami
the rape of lucrece	begin start cri ; heart set sword swear unless took patient live speak anoth word ; shame still rest upon record never forgot mighti rome th adulter death lucrec groom
the rape of lucrece	mine enemi strong poor self weak far weaker strong fear bloodi judg forbad tongu speak ; right plea might plead justic scarlet lust came evid swear poor beauti purloind eye ; judg robbd prison die
the rape of lucrece	o teach make mine excus least refug let find ; though gross blood staind abus immacul spotless mind ; forc ; never inclin accessari yield still pure doth poisond closet yet endur
the rape of lucrece	lo hopeless merchant loss head declin voic dammd woe sad set eye wretch arm across lip new - waxen pale begin blow grief away stop answer wretch strive vain ; breath breath drink
the rape of lucrece	arch violent roar tide outrun eye doth behold hast yet eddi boundeth pride back strait forc fast ; rage sent recalld rage past even sigh sorrow make saw push grief back grief draw
the rape of lucrece	speechless woe poor attendeth untim frenzi thu awaketh dear lord thi sorrow sorrow lendeth anoth power ; flood rain slaketh woe sensibl thi passion maketh feel - pain let suffic drown one woe one pair weep eye
the rape of lucrece	sake might charm thee thi lucrec attend suddenli reveng foe thine mine suppos thou dost defend past help thou shalt lend come late yet let traitor die ; spare justic feed iniqu
the rape of lucrece	ere name fair lord quoth speak came collatin shall plight honour faith swift pursuit veng wrong mine ; ti meritori fair design chase injustic reveng arm knight oath right poor ladi harm
the rape of lucrece	request nobl disposit present lord began promis aid bound knighthood imposit long hear hate foe bewrayd yet sad task hath said protest stop o speak quoth may forc stain wipe
the rape of lucrece	qualiti mine offenc constraind dread circumst may pure mind foul act dispens low - declin honour advanc may term acquit chanc poisond fountain clear ; compel stain
the rape of lucrece	began say bodi stain mind untaint clear ; joyless smile turn away face map deep impress bear hard misfortun carv tear quoth dame hereaft live excus shall claim excus give
the rape of lucrece	sigh heart would break throw forth tarquin name ; say poor tongu could speak ; till mani accent delay untim breath sick short assay utter fair lord ti guid hand give wound
the rape of lucrece	even sheath harmless breast harm knife thenc soul unsheath blow deep unrest pollut prison breath contrit sigh unto cloud bequeathd wing sprite wound doth fli life last date cancelld destini
the rape of lucrece	stone - still astonishd deadli deed stood collatin lordli crew ; till lucrec father behold bleed self - slaughterd bodi threw ; purpl fountain brutu drew murder knife left place blood poor reveng held chase ;
the rape of lucrece	bubbl breast doth divid two slow river crimson blood circl bodi everi side like late - sackd island vastli stood bare unpeopl fear flood blood still pure red remaind lookd black fals tarquin staind
the rape of lucrece	mourn congeal face black blood wateri rigol goe seem weep upon taint place ever sinc piti lucrec woe corrupt blood wateri token show ; blood untaint still doth red abid blush putrifi
the rape of lucrece	daughter dear daughter old lucretiu cri life mine thou hast depriv child father imag lie shall live lucrec unliv thou wast end deriv children predeceas progenitor offspr none
the rape of lucrece	poor broken glass often behold thi sweet semblanc old age new born ; fresh fair mirror dim old show bare - bone death time - worn o thi cheek imag thou hast torn shiver beauti glass see
the rape of lucrece	o time ceas thou thi cours last longer surceas surviv shall rotten death make conquest stronger leav falter feebl soul aliv old bee die young possess hive live sweet lucrec live see thi father die thi father thee
the rape of lucrece	start collatin dream bid lucretiu give sorrow place ; key - cold lucrec bleed stream fall bath pale fear face counterfeit die space ; till manli shame bid possess breath live reveng death
the rape of lucrece	deep vexat inward soul hath serv dumb arrest upon tongu ; mad sorrow use control keep heart - eas word long begin talk ; lip throng weak word thick come poor heart aid man could distinguish said
the rape of lucrece	yet sometim tarquin pronounc plain teeth name tore windi tempest till blow rain held back sorrow tide make ; last rain busi wind give oer son father weep equal strife weep daughter wife
the rape of lucrece	one doth call yet neither may possess claim lay father say she mine o mine repli husband take away sorrow interest ; let mourner say weep mine must waild collatin
the rape of lucrece	o quoth lucretiu give life earli late hath spilld woe woe quoth collatin wife owe ti mine hath killd daughter wife clamour filld dispers air hold lucrec life answerd cri daughter wife
the rape of lucrece	brutu pluckd knife lucrec side see emul woe began cloth wit state pride buri lucrec wound folli show roman esteem silli - jeer idiot king sportiv word utter foolish thing
the rape of lucrece	throw shallow habit wherein deep polici disguis ; armd long - hid wit advisedli chequ tear collatinu eye thou wrong lord rome quoth aris let unsound self suppos fool set thi long - experienc wit school
the rape of lucrece	collatin woe cure woe wound help wound grief help grievou deed reveng give thyself blow foul act thi fair wife bleed childish humour weak mind proce thi wretch wife mistook matter slay slain foe
the rape of lucrece	courag roman steep thi heart relent dew lament ; kneel help bear thi part rous roman god invoc suffer abomin sinc rome doth stand disgrac strong arm forth fair street chase
the rape of lucrece	capitol ador chast blood unjustli staind heaven fair sun breed fat earth store countri right rome maintaind chast lucrec soul late complaind wrong us bloodi knife reveng death true wife
the rape of lucrece	said struck hand upon breast kissd fatal knife end vow ; protest urg rest wonder word allow jointli ground knee bow ; deep vow brutu made doth repeat swore
the rape of lucrece	sworn advis doom conclud bear dead lucrec thenc ; show bleed bodi thorough rome publish tarquin foul offenc done speedi dilig roman plausibl give consent tarquin everlast banish
the rape of lucrece	right honor henri wriothesli earl southampton baron tichfield
the rape of lucrece	love dedic lordship without end ; whereof \ nthi pamphlet without begin superflu moieti \ nthe warrant honour disposit worth \ nof untutor line make assur accept \ nhave done ; ; part \ nall devot worth greater duti would \ nshow greater ; meantim bound lordship \ nto wish long life still lengthen happi
the rape of lucrece	lordship duti william shakespear
the rape of lucrece	luciu tarquiniu excess pride surnam superbu \ nafter caus father - - law serviu tulliu \ ncruelli murder contrari roman law custom \ nnot requir stay peopl suffrag \ npossess kingdom went accompani son \ nand noblemen rome besieg ardea sieg \ nthe princip men armi meet one even tent \ nsextu tarquiniu king son discours \ nsupper everi one commend virtu wife among \ nwhom collatinu extol incompar chastiti wife \ nlucretia pleasant humour post rome ; \ nintend secret sudden arriv make trial \ nthat everi one avouch collatinu find \ nhi wife though late night spin amongst \ nmaid ladi found danc revel \ nin sever disport whereupon noblemen yield collatinu \ nthe victori wife fame time sextu \ ntarquiniu inflam lucrec beauti yet smother \ nhi passion present depart rest back \ ncamp ; whenc shortli privili withdrew \ nwa accord estat royal entertain lodg \ nlucrec collatium night treacher stealeth \ ninto chamber violent ravish earli \ nmorn speedeth away lucrec lament plight \ nhastili dispatcheth messeng one rome father \ nanoth camp collatin came one \ naccompani juniu brutu publiu valeriu ;\ nand find lucrec attir mourn habit demand caus \ nof sorrow first take oath \ nreveng reveal actor whole manner deal \ nwithal suddenli stab done one consent \ nthey vow root whole hate famili \ ntarquin ; bear dead bodi rome brutu acquaint \ nthe peopl doer manner vile deed \ nbitter invect tyranni king wherewith \ npeopl move one consent gener \ nacclam tarquin exil state \ ngovern chang king consul
venus and adonis	vilia miretur vulgu ; mihi flavu apollo pocula castalia plena ministret aqua
venus and adonis	right honor henri wriothesli earl southampton baron tichfield right honor
venus and adonis	even sun purpl - colourd face taen last leav weep morn rose - cheekd adoni hie chase ; hunt love love laughd scorn ; sick - thought venu make amain unto like bold - face suitor gin woo
venus and adonis	thrice - fairer thu began field chief flower sweet compar stain nymph love man white red dove rose ; natur made thee strife saith world hath end thi life
venus and adonis	vouchsaf thou wonder alight thi steed rein proud head saddl - bow ; thou wilt deign favour thi meed thousand honey secret shalt thou know come sit never serpent hiss set ill smother thee kiss ;
venus and adonis	yet cloy thi lip loath satieti rather famish amid plenti make red pale fresh varieti ten kiss short one one long twenti summer day seem hour short wast time - beguil sport
venus and adonis	seizeth sweat palm preced pith livelihood trembl passion call balm earth sovereign salv goddess good enrag desir doth lend forc courag pluck hors
venus and adonis	one arm lusti courser rein tender boy blushd pout dull disdain leaden appetit unapt toy ; red hot coal glow fire red shame frosti desir
venus and adonis	stud bridl rag bough nimbl fasten -- o quick love -- steed stall even tie rider begin prove backward pushd would thrust governd strength though lust
venus and adonis	soon along lean elbow hip doth stroke cheek doth frown gin chide soon stop lip ; kiss speak lust languag broken thou wilt chide thi lip shall never open
venus and adonis	burn bash shame tear doth quench maiden burn cheek ; windi sigh golden hair fan blow dri seek saith immodest blame miss ; follow murder kiss
venus and adonis	even empti eagl sharp fast tire beak feather flesh bone shake wing devour hast till either gorg stuffd prey gone ; even kiss brow cheek chin end doth anew begin
venus and adonis	forc content never obey pant lie breatheth face ; feedeth steam prey call heavenli moistur air grace ; wish cheek garden full flower dewd distil shower
venus and adonis	look bird lie tangl net fastend arm adoni lie ; pure shame awe resist made fret bred beauti angri eye rain ad river rank perforc forc overflow bank
venus and adonis	still entreat prettili entreat pretti ear tune tale ; still sullen still lour fret twixt crimson shame anger ashi - pale red love best ; white best betterd delight
venus and adonis	look cannot choos love ; fair immort hand swear soft bosom never remov till take truce contend tear long raind make cheek wet ; one sweet kiss shall pay countless debt
venus and adonis	upon promis rais chin like dive - dapper peer wave lookd duck quickli ; offer give crave ; lip readi pay wink turn lip anoth way
venus and adonis	never passeng summer heat thirst drink good turn help see help cannot get ; bath water yet fire must burn o piti gan cri flint - heart boy ti kiss beg ; art thou coy
venus and adonis	wood entreat thee even stern dire god war whose sinewi neck battl neer bow conquer come everi jar ; yet hath captiv slave beggd thou unaskd shalt
venus and adonis	altar hath hung lanc batterd shield uncontrol crest sake hath learnd sport danc toy wanton dalli smile jest scorn churlish drum ensign red make arm field tent bed
venus and adonis	thu overrul overswayd lead prison red - rose chain strong - temper steel stronger strength obeyd yet servil coy disdain o proud brag thi might master foild god fight
venus and adonis	touch lip fair lip thine -- though mine fair yet red -- kiss shall thine well mine seest thou ground hold thi head look mine eye - ball thi beauti lie ; lip lip sinc eye eye art thou asham kiss wink wink ; shall day seem night ; love keep revel twain ; bold play sport sight blue - veind violet whereon lean never blab know mean
venus and adonis	tender spring upon thi tempt lip show thee unrip ; yet mayst thou well tast make use time let advantag slip ; beauti within wast fair flower gatherd prime rot consum littl time
venus and adonis	hard - favourd foul wrinkl - old ill - nurtur crook churlish harsh voic oerworn despis rheumat cold thick - sight barren lean lack juic mightst thou paus thee defect dost abhor
venus and adonis	thou canst see one wrinkl brow ; mine eye gray bright quick turn beauti spring doth yearli grow flesh soft plump marrow burn ; smooth moist hand thi hand felt would thi palm dissolv seem melt
venus and adonis	bid discours enchant thine ear like fairi trip upon green like nymph long dishevelld hair danc sand yet foot seen love spirit compact fire gross sink light aspir
venus and adonis	wit primros bank whereon lie ; forceless flower like sturdi tree support ; two strengthless dove draw sky morn till night even list sport love light sweet boy may thou shouldst think heavi unto thee
venus and adonis	thine heart thine face affect thi right hand seiz love upon thi left woo thyself thyself reject steal thine freedom complain theft narcissu forsook die kiss shadow brook
venus and adonis	torch made light jewel wear dainti tast fresh beauti use herb smell sappi plant bear thing grow growth abus seed spring seed beauti breedeth beauti ; thou wast begot ; get thi duti
venus and adonis	upon earth increas shouldst thou feed unless earth thi increas fed law natur thou art bound breed thine may live thou thyself art dead ; spite death thou dost surviv thi like still left aliv
venus and adonis	love - sick queen began sweat lay shadow forsook titan tire mid - day heat burn eye hotli overlook ; wish adoni team guid like venu side
venus and adonis	adoni lazi spright heavi dark dislik eye lour brow oerwhelm fair sight like misti vapour blot sky sour cheek cri fie love sun doth burn face must remov
venus and adonis	ay quoth venu young unkind bare excus makest thou gone ill sigh celesti breath whose gentl wind shall cool heat descend sun ill make shadow thee hair ; burn ill quench tear
venus and adonis	sun shine heaven shine warm lo lie sun thee heat thenc doth littl harm thine eye dart forth fire burneth ; immort life done heavenli earthli sun
venus and adonis	art thou obdur flinti hard steel nay flint stone rain relenteth art thou woman son canst feel ti love want love tormenteth o thi mother born hard mind brought forth thee die unkind
venus and adonis	thou shouldst contemn great danger dwell upon suit thi lip wors one poor kiss speak fair ; speak fair word els mute give one kiss ill give thee one interest thou wilt twain
venus and adonis	fie lifeless pictur cold senseless stone well - paint idol imag dun dead statu content eye alon thing like man woman bred thou art man though man complexion men kiss even direct
venus and adonis	said impati choke plead tongu swell passion doth provok paus ; red cheek fieri eye blaze forth wrong ; judg love cannot right caus weep fain would speak sob intend break
venus and adonis	sometim shake head hand gazeth ground ; sometim arm infold like band would arm bound ; thenc struggl gone lock lili finger one one
venus and adonis	fondl saith sinc hemmd thee within circuit ivori pale ill park thou shalt deer ; feed thou wilt mountain dale graze lip ; hill dri stray lower pleasant fountain lie
venus and adonis	within limit relief enough sweet bottom - grass high delight plain round rise hillock brake obscur rough shelter thee tempest rain deer sinc park ; dog shall rous thee though thousand bark
venus and adonis	adoni smile disdain cheek appear pretti dimpl love made hollow slain might buri tomb simpl ; foreknow well came lie love live could die
venus and adonis	love cave round enchant pit opend mouth swallow venu like mad doth wit struck dead first need second strike poor queen love thine law forlorn love cheek smile thee scorn
venus and adonis	way shall turn shall say word done woe increas ; time spent object away twine arm doth urg releas piti cri favour remors away spring hasteth hors
venus and adonis	lo forth cops neighbor breed jennet lusti young proud adoni trampl courser doth espi forth rush snort neigh aloud strong - neckd steed tie unto tree breaketh rein straight goe
venus and adonis	imperi leap neigh bound woven girth break asund ; bear earth hard hoof wound whose hollow womb resound like heaven thunder ; iron bit crusheth tween teeth control control
venus and adonis	ear - prickd ; braid hang mane upon compassd crest stand end ; nostril drink air forth furnac vapour doth send eye scorn glister like fire show hot courag high desir
venus and adonis	sometim trot told step gentl majesti modest pride ; anon rear upright curvet leap say lo thu strength tri captiv eye fair breeder stand
venus and adonis	recketh rider angri stir flatter holla stand say care curb prick spur rich caparison trap gay see love noth els see noth els proud sight agre
venus and adonis	look painter would surpass life limn well - proportiond steed art natur workmanship strife dead live exceed ; hors excel common one shape courag colour pace bone
venus and adonis	round - hoofd short - joint fetlock shag long broad breast full eye small head nostril wide high crest short ear straight leg pass strong thin mane thick tail broad buttock tender hide look hors lack save proud rider proud back
venus and adonis	sometim scud far stare ; anon start stir feather ; bid wind base prepar whether run fli know whether ; mane tail high wind sing fan hair wave like featherd wing
venus and adonis	look upon love neigh unto ; answer knew mind proud femal see woo put outward strang seem unkind spurn love scorn heat feel beat kind embrac heel
venus and adonis	like melancholi malcont veil tail like fall plume cool shadow melt buttock lent stamp bite poor fli fume love perceiv enrag grew kinder furi assuag
venus and adonis	testi master goeth take ; lo unbackd breeder full fear jealou catch swiftli doth forsak hors left adoni mad unto wood hie - strip crow strive - fli
venus and adonis	swoln chafe adoni sit ban boister unruli beast happi season fit love - sick love plead may blest ; lover say heart hath trebl wrong barrd aidanc tongu
venus and adonis	oven stoppd river stayd burneth hotli swelleth rage conceal sorrow may said ; free vent word love fire doth assuag ; heart attorney mute client break desper suit
venus and adonis	see come begin glow even die coal reviv wind bonnet hide angri brow ; look dull earth disturb mind take notic nigh askanc hold eye
venus and adonis	o sight wistli view came steal wayward boy note fight conflict hue white red destroy cheek pale flashd forth fire lightn sky
venus and adonis	sat like lowli lover kneel ; one fair hand heaveth hat tender hand fair cheek feel tender cheek receiv soft hand print apt new - falln snow take dint
venus and adonis	o war look eye petition eye su ; eye saw eye seen ; eye wood still eye disdaind woo dumb play act made plain tear choru - like eye rain
venus and adonis	full gentli take hand lili prisond gaol snow ivori alabast band ; white friend engirt white foe beauteou combat wil unwil showd like two silver dove sit - bill
venus and adonis	engin thought began o fairest mover mortal round would thou wert man heart whole thine thi heart wound ; one sweet look thi help would assur thee though noth bodi bane would cure thee
venus and adonis	give hand saith dost thou feel give heart saith thou shalt o give lest thi hard heart steel steeld soft sigh never grave love deep groan never shall regard adoni heart hath made mine hard
venus and adonis	shame cri let go let go ; day delight past hors gone ti fault bereft pray henc leav alon ; mind thought busi care get palfrey mare
venus and adonis	thu repli thi palfrey welcom warm approach sweet desir affect coal must coold ; els sufferd set heart fire sea hath bound deep desir hath none ; therefor marvel though thi hors gone
venus and adonis	like jade stood tie tree servil masterd leathern rein saw love youth fair fee held petti bondag disdain ; throw base thong bend crest enfranchis mouth back breast
venus and adonis	see true - love nake bed teach sheet whiter hue white glutton eye full hath fed agent aim like delight faint dare bold touch fire weather cold
venus and adonis	let excus thi courser gentl boy ; learn heartili beseech thee take advantag present joy ; though dumb yet proceed teach thee ; o learn love ; lesson plain made perfect never lost
venus and adonis	know love quoth know unless boar chase ; ti much borrow owe ; love love love disgrac ; heard life death laugh weep breath
venus and adonis	wear garment shapeless unfinishd pluck bud one leaf put forth spring thing jot diminishd wither prime prove noth worth colt that backd burdend young loseth pride never waxeth strong
venus and adonis	hurt hand wring ; let us part leav idl theme bootless chat remov sieg unyield heart ; love alarm ope gate dismiss vow feign tear flatteri ; heart hard make batteri
venus and adonis	canst thou talk quoth hast thou tongu o would thou hadst hear thi mermaid voic hath done doubl wrong ; load pressd bear melodi discord heavenli tune harshsound ear deep - sweet music heart deep - sore wound
venus and adonis	eye ear ear would love inward beauti invis ; deaf thi outward part would move part sensibl though neither eye ear hear see yet love touch thee
venus and adonis	say sens feel bereft could see hear touch noth smell left yet would love thee still much ; stillitori thi face excel come breath perfum breedeth love smell
venus and adonis	o banquet wert thou tast nurs feeder four would wish feast might ever last bid suspicion doubl - lock door lest jealousi sour unwelcom guest steal disturb feast
venus and adonis	rubi - colourd portal opend speech honey passag yield ; like red morn ever yet betokend wreck seaman tempest field sorrow shepherd woe unto bird gust foul flaw herdmen herd
venus and adonis	ill presag advisedli marketh even wind hushd raineth wolf doth grin barketh berri break staineth like deadli bullet gun mean struck ere word begun
venus and adonis	look flatli falleth look kill love love look reviveth ; smile recur wound frown ; bless bankrupt love thriveth silli boy believ dead clap pale cheek till clap make red ;
venus and adonis	amaz brake late intent sharpli think reprehend cun love wittili prevent fair fall wit well defend grass lie slain till breath breatheth life
venus and adonis	wring nose strike cheek bend finger hold puls hard chafe lip ; thousand way seek mend hurt unkind marrd kiss ; good never rise kiss still
venus and adonis	night sorrow turnd day two blue window faintli - heaveth like fair sun fresh array cheer morn earth relieveth ; bright sun glorifi sky face illumin eye ;
venus and adonis	whose beam upon hairless face fixd thenc borrowd shine never four lamp togeth mixd cloud brow repin ; crystal tear gave light shone like moon water seen night
venus and adonis	o quoth earth heaven ocean drenchd fire hour morn weari even delight die life desir live life death annoy ; die death live joy
venus and adonis	o thou didst kill kill thi eye shrewd tutor hard heart thine hath taught scorn trick disdain murderd poor heart mine ; mine eye true leader queen thi piteou lip seen
venus and adonis	long may kiss cure o never let crimson liveri wear last verdur still endur drive infect danger year star - gazer writ death may say plagu banishd thi breath
venus and adonis	pure lip sweet seal soft lip imprint bargain may make still seal sell well content thou wilt buy pay use good deal ; purchas thou make fear slip set thi seal - manual wax - red lip
venus and adonis	thousand kiss buy heart ; pay thi leisur one one ten hundr touch unto thee quickli told quickli gone say non - payment debt doubl twenti hundr kiss troubl
venus and adonis	fair queen quoth love owe measur strang unrip year know seek know ; fisher ungrown fri forbear mellow plum doth fall green stick fast earli pluckd sour tast
venus and adonis	look world comfort weari gait day hot task hath end west ; owl night herald shriek ti late ; sheep gone fold bird nest coal - black cloud shadow heaven light summon us part bid good night
venus and adonis	let say good night say ; say shall kiss good night quoth ere say adieu honey fee part tenderd arm lend neck sweet embrac ; incorpor seem ; face grow face
venus and adonis	till breathless disjoind backward drew heavenli moistur sweet coral mouth whose preciou tast thirsti lip well knew whereon surfeit yet complain drouth plenti pressd faint dearth lip togeth glu fall earth
venus and adonis	quick desir hath caught yield prey glutton - like feed yet never filleth ; lip conqueror lip obey pay ransom insult willeth ; whose vultur thought doth pitch price high draw lip rich treasur dri
venus and adonis	felt sweet spoil blindfold furi begin forag ; face doth reek smoke blood doth boil careless lust stir desper courag plant oblivion beat reason back forget shame pure blush honour wrack
venus and adonis	hot faint weari hard embrac like wild bird tame much handl fleet - foot roe that tire chase like froward infant stilld dandl obey resisteth take listeth
venus and adonis	wax frozen dissolv temper yield last everi light impress thing hope compassd oft ventur chiefli love whose leav exce commiss affect faint like pale - face coward woo best choic froward
venus and adonis	frown o gave nectar lip suckd foul word frown must repel lover ; though rose prickl yet ti pluckd beauti twenti lock kept fast yet love break pick last
venus and adonis	piti detain ; poor fool pray may depart resolv longer restrain ; bid farewel look well heart cupid bow doth protest carri thenc incag breast
venus and adonis	sweet boy say night ill wast sorrow sick heart command mine eye watch tell love master shall meet - morrow say shall shall wilt thou make match tell ; - morrow intend hunt boar certain friend
venus and adonis	boar quoth ; whereat sudden pale like lawn spread upon blush rose usurp cheek ; trembl tale neck yoke arm throw sinketh still hang neck belli fall back
venus and adonis	list love champion mount hot encount imaginari doth prove manag although mount ; wors tantalu annoy clip elysium lack joy
venus and adonis	even poor bird deceiv paint grape surfeit eye pine maw even languisheth mishap poor bird helpless berri saw warm effect find miss seek kindl continu kiss
venus and adonis	vain ; good queen hath assayd much may prove ; plead hath deserv greater fee ; she love love yet love fie fie say crush ; let go ; reason withhold
venus and adonis	thou hadst gone quoth sweet boy ere thou toldst thou wouldst hunt boar o advis thou knowst javelin point churlish swine gore whose tush never sheath whetteth still like mortal butcher bent kill
venus and adonis	bow - back hath battl set bristli pike ever threat foe ; eye like glow - worm shine doth fret ; snout dig sepulchr whereer goe ; move strike whateer way strike cruel tush slay
venus and adonis	brawni side hairi bristl armd better proof thi spear point enter ; short thick neck cannot easili harmd ; ire lion ventur thorni brambl embrac bush fear part rush
venus and adonis	ala nought esteem face thine love eye pay tributari gaze ; thi soft hand sweet lip crystal eyn whose full perfect world amaz ; thee vantag -- wondrou dread -- would root beauti root mead
venus and adonis	o let keep loathsom cabin still ; beauti hath nought foul fiend come within danger thi ; thrive well take counsel friend thou didst name boar dissembl feard thi fortun joint trembl
venus and adonis	didst thou mark face white sawst thou sign fear lurk mine eye grew faint fell downright within bosom whereon thou dost lie bode heart pant beat take rest like earthquak shake thee breast
venus and adonis	love reign disturb jealousi doth call affect sentinel ; give fals alarm suggesteth mutini peac hour doth cri kill kill distemp gentl love desir air water abat fire
venus and adonis	sour inform bate - breed spi canker eat love tender spring carri - tale dissenti jealousi sometim true news sometim fals doth bring knock heat whisper mine ear love thee thi death fear
venus and adonis	presenteth mine eye pictur angri - chafe boar whose sharp fang back doth lie imag like thyself staind gore ; whose blood upon fresh flower shed doth make droop grief hang head
venus and adonis	see thee inde trembl imagin thought doth make faint heart bleed fear doth teach divin prophesi thi death live sorrow thou encount boar - morrow
venus and adonis	thou need wilt hunt rule ; uncoupl timor fli hare fox live subtleti roe encount dare pursu fear creatur oer down thi well - breathd hors keep thi hound
venus and adonis	thou hast foot purblind hare mark poor wretch overshoot troubl outrun wind care crank cross thousand doubl mani muset goe like labyrinth amaz foe
venus and adonis	sometim run among flock sheep make cun hound mistak smell sometim earth - delv coni keep stop loud pursuer yell sometim sorteth herd deer danger deviseth shift ; wit wait fear
venus and adonis	smell other mingl hot scent - snuf hound driven doubt ceas clamor cri till singl much ado cold fault cleanli ; spend mouth echo repli anoth chase sky
venus and adonis	poor wat far upon hill stand hinder leg listen ear harken foe pursu still anon loud alarum doth hear ; grief may compar well one sore sick hear pass - bell
venus and adonis	shalt thou see dew - bedabbl wretch turn return indent way ; enviou brier weari leg doth scratch shadow make stop murmur stay miseri trodden mani low never reliev
venus and adonis	lie quietli hear littl ; nay struggl thou shalt rise make thee hate hunt boar unlik thou hearst moral appli ; love comment upon everi woe
venus and adonis	leav matter quoth leav stori aptli end night spent quoth quoth expect friend ; ti dark go shall fall night quoth desir see best
venus and adonis	thou fall o imagin earth love thee thi foot trip rob thee kiss rich prey make true men thiev ; thi lip make modest dian cloudi forlorn lest steal kiss die forsworn
venus and adonis	dark night perceiv reason cynthia shame obscur silver shine till forg natur condemnd treason steal mould heaven divin ; wherein frame thee high heaven despit shame sun day night
venus and adonis	therefor hath bribe destini cross curiou workmanship natur mingl beauti infirm pure perfect impur defeatur make subject tyranni mad mischanc much miseri ;
venus and adonis	burn fever agu pale faint life - poison pestil frenzi wood marrow - eat sick whose attaint disord breed heat blood surfeit imposthum grief damnd despair swear natur death frame thee fair
venus and adonis	least maladi one minut fight bring beauti favour savour hue qualiti whereat imparti gazer late wonder sudden wast thawd done mountain - snow melt midday sun
venus and adonis	therefor despit fruitless chastiti love - lack vestal self - love nun earth would breed scarciti barren dearth daughter son prodig lamp burn night dri oil lend world light
venus and adonis	thi bodi swallow grave seem buri poster right time thou need must thou destroy dark obscur world hold thee disdain sith thi pride fair hope slain
venus and adonis	thyself thyself art made away ; mischief wors civil home - bred strife whose desper hand slay butcher - sire reav son life foul - canker rust hidden treasur fret gold that put use gold beget
venus and adonis	nay quoth adon fall idl - handl theme kiss gave bestowd vain vain strive stream ; black - face night desir foul nurs treatis make like wors wors
venus and adonis	love lent twenti thousand tongu everi tongu move bewitch like wanton mermaid song yet mine ear tempt tune blown know heart stand arm mine ear let fals sound enter ;
venus and adonis	lest deceiv harmoni run quiet closur breast ; littl heart quit undon bedchamb barrd rest ladi ; heart long groan soundli sleep sleep alon
venus and adonis	urg cannot reprov path smooth leadeth danger hate love devic love lend embrac unto everi stranger increas o strang excus reason bawd lust abus
venus and adonis	call love love heaven fled sinc sweat lust earth usurpd name ; whose simpl semblanc hath fed upon fresh beauti blot blame ; hot tyrant stain soon bereav caterpillar tender leav
